,region_group,income_group,country,survey,year,level,grade,category,Sex,Location,Wealth,Region,Ethnicity,Religion,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,comp_prim_v2_m,comp_prim_v2_no,comp_prim_1524_m,comp_prim_1524_no,trans_prim_m,trans_prim_no,comp_lowsec_v2_m,comp_lowsec_v2_no,comp_lowsec_1524_m,comp_lowsec_1524_no,trans_lowsec_m,trans_lowsec_no,comp_upsec_v2_m,comp_upsec_v2_no,comp_upsec_2029_m,comp_upsec_2029_no,comp_higher_2529_2yrs_m,comp_higher_2529_2yrs_no,comp_higher_2529_4yrs_m,comp_higher_2529_4yrs_no,comp_higher_3034_4yrs_m,comp_higher_3034_4yrs_no,enrol_higher_1822_m,enrol_higher_1822_no,edu_out_pry_m,edu_out_pry_no,edu_out_lowsec_m,edu_out_lowsec_no,edu_out_upsec_m,edu_out_upsec_no,overage2plus_m,overage2plus_no,edu2_20_m,edu2_20_no,edu4_20_m,edu4_20_no,eduyears_20_m,eduyears_20_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,rlevel1_m,rlevel1_no,slevel1_no,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_no,iso_code
16794,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 1,Salamat,,,,0.0,,0.0,0.8361826539039612,86.0,,16.0,0.0,62.0,,0.0,,29.0,0.0,62.0,,0.0,,15.0,0.0,75.0,0.0,34.0,0.0,34.0,,17.0,0.0,39.0,0.80416339635849,115.0,0.9435210824012756,41.0,,14.0,,24.0,0.9702233076095581,41.0,1.0,41.0,0.059553325176239014,41.0,0.0,59.0,,,,,,,,,,,,,,,,,,,,,TCD
16797,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 4,hadjer-lamis,,,,0.0,,0.0,0.8064286112785339,134.0,0.07523447275161743,52.0,0.047288209199905396,140.0,,2.0,0.0,54.0,0.0,140.0,,0.0,,20.0,0.0,114.0,0.0,68.0,0.0,68.0,0.0,35.0,0.0,67.0,0.8030471801757812,183.0,0.848042905330658,96.0,0.9647753238677979,58.0,0.6358135342597961,48.0,0.8829230070114136,46.0,0.900070309638977,46.0,0.5788094401359558,46.0,0.031047794967889786,136.0,,,,,,,,,,,,,,,,,,,,,TCD
16798,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Ethnicity and Sex,Female,,,,toupouri / k�ra,,,0.0,,0.0,,0.0,,23.0,0.6379209160804749,77.0,,23.0,,25.0,0.26007696986198425,77.0,,7.0,,15.0,0.07223086059093475,61.0,0.0,33.0,0.0,33.0,,19.0,0.0,36.0,,0.0,,14.0,0.495787113904953,30.0,,9.0,,28.0,,28.0,,28.0,0.649133563041687,90.0,,,,,,,,,,,,,,,,,,,,,TCD
16804,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 1,Moyen-Chari,,,,0.0,,0.0,0.34427937865257263,74.0,0.10695870220661163,31.0,0.249642476439476,82.0,,4.0,0.025011152029037476,34.0,0.010613920167088509,80.0,,1.0,,21.0,0.0,84.0,0.0,46.0,0.0,46.0,0.0,35.0,0.0,50.0,0.4134727418422699,113.0,0.4597918689250946,59.0,0.7443429231643677,31.0,0.7165412902832031,101.0,0.3666943609714508,38.0,0.541416585445404,38.0,3.3371238708496094,38.0,0.18732042610645294,71.0,,,,,,,,,,,,,,,,,,,,,TCD
16807,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 4,gu�ra,,,,0.0,,0.0,0.5178825855255127,48.0,,13.0,0.18893252313137054,41.0,,2.0,,16.0,0.0,41.0,,0.0,,7.0,0.0,42.0,,23.0,,23.0,,17.0,,19.0,0.5123542547225952,59.0,,25.0,,16.0,0.7985712289810181,38.0,,19.0,,19.0,,19.0,0.11293143033981323,40.0,,,,,,,,,,,,,,,,,,,,,TCD
16809,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 2,barh el gazal,,,,0.0,,0.0,0.8480733633041382,49.0,,19.0,0.018255235627293587,33.0,,0.0,,14.0,0.0,33.0,,0.0,,5.0,0.0,31.0,,19.0,,19.0,,14.0,,17.0,0.7707341313362122,67.0,0.9429746866226196,38.0,,11.0,,15.0,,12.0,,12.0,,12.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,TCD
16810,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 1,Kanem,,,,0.0,,0.0,,24.0,,10.0,,21.0,,0.0,,7.0,,21.0,,0.0,,2.0,,15.0,,8.0,,8.0,,11.0,,7.0,0.7623535990715027,38.0,,15.0,,9.0,,15.0,,7.0,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,TCD
16811,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 5,ennedi,,,,0.0,,0.0,0.5228737592697144,50.0,,8.0,0.38303524255752563,35.0,,0.0,,19.0,0.10132452100515366,35.0,,2.0,,5.0,0.011949911713600159,45.0,,26.0,,26.0,,16.0,,23.0,0.5342946648597717,66.0,,23.0,,6.0,0.5616865158081055,53.0,,19.0,,19.0,,19.0,0.5622169375419617,38.0,,,,,,,,,,,,,,,,,,,,,TCD
16817,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 5,Chari-Baguirmi,,,,0.0,,0.0,0.6575117707252502,33.0,,13.0,,22.0,,5.0,,9.0,,22.0,,0.0,,1.0,,16.0,,10.0,,10.0,,11.0,,10.0,0.6557604670524597,40.0,,20.0,,11.0,,26.0,,6.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,TCD
16818,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 5,Batha,,,,0.0,,0.0,0.2617168128490448,57.0,,20.0,0.6560871601104736,46.0,,16.0,,14.0,0.2227945774793625,46.0,,7.0,,9.0,0.1296846568584442,31.0,,13.0,,13.0,,21.0,,21.0,0.32059401273727417,69.0,0.3260515332221985,31.0,,21.0,0.6337289810180664,63.0,,18.0,,18.0,,18.0,0.6960967183113098,49.0,,,,,,,,,,,,,,,,,,,,,TCD
16820,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Ethnicity and Sex,Female,,,,massa / mousseye / mousgoume,,,0.0,,0.0,,0.0,0.5138391852378845,45.0,0.4574025869369507,229.0,0.7705047726631165,47.0,0.1033254936337471,95.0,0.11084000021219254,227.0,,14.0,0.11109377443790436,53.0,0.045087799429893494,212.0,0.008594914339482784,109.0,0.0,109.0,0.0,76.0,0.0,128.0,,0.0,,22.0,0.6213593482971191,78.0,,12.0,0.3751780092716217,103.0,0.45358744263648987,103.0,4.575048923492432,103.0,0.45322322845458984,237.0,,,,,,,,,,,,,,,,,,,,,TCD
16821,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 1,wadi fira,,,,0.0,,0.0,0.7657780051231384,68.0,,18.0,0.05287281796336174,49.0,,2.0,,18.0,0.0,49.0,,0.0,,11.0,0.0,56.0,0.0,33.0,0.0,33.0,,13.0,,26.0,0.8197760581970215,92.0,0.8447972536087036,39.0,,18.0,,23.0,,23.0,,23.0,,23.0,0.03983771800994873,49.0,,,,,,,,,,,,,,,,,,,,,TCD
16825,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 3,hadjer-lamis,,,,0.0,,0.0,0.7256734371185303,126.0,0.04000122472643852,41.0,0.019903412088751793,113.0,,2.0,0.0,40.0,0.0,113.0,,0.0,,18.0,0.0,79.0,0.0,37.0,0.0,37.0,0.0,38.0,0.0,55.0,0.787705659866333,162.0,0.8152914643287659,80.0,0.9500961303710938,46.0,0.6779879331588745,43.0,0.970708429813385,42.0,0.9853541851043701,42.0,0.10252059996128082,42.0,0.025984689593315125,111.0,,,,,,,,,,,,,,,,,,,,,TCD
16829,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 2,Kanem,,,,0.0,,0.0,0.8859781622886658,53.0,,16.0,0.0,31.0,,0.0,,13.0,0.0,31.0,,0.0,,4.0,,25.0,,15.0,,15.0,,10.0,,17.0,0.886930525302887,58.0,0.8314735889434814,35.0,,15.0,,23.0,,10.0,,10.0,,10.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,TCD
16830,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Ethnicity and Sex,Female,,,,moundang,,,0.0,,0.0,,0.0,0.6880690455436707,58.0,0.8116615414619446,202.0,0.8430845141410828,64.0,0.339641809463501,68.0,0.27827298641204834,198.0,,29.0,0.22043758630752563,44.0,0.11291229724884033,163.0,0.02687261998653412,85.0,0.0,85.0,0.0,60.0,0.04867187514901161,98.0,,0.0,,26.0,0.24892590939998627,76.0,,25.0,0.06860170513391495,78.0,0.06860170513391495,78.0,8.478921890258789,78.0,0.8079833984375,249.0,,,,,,,,,,,,,,,,,,,,,TCD
16833,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 4,ennedi,,,,0.0,,0.0,0.5707185864448547,176.0,0.13126954436302185,50.0,0.21071308851242065,117.0,,5.0,0.10206868499517441,44.0,0.10407086461782455,116.0,,6.0,,19.0,0.03197239711880684,94.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,58.0,0.674699604511261,208.0,0.6767144203186035,102.0,0.6315529942512512,44.0,0.7984587550163269,97.0,0.5095433592796326,47.0,0.6636022925376892,47.0,3.3205227851867676,47.0,0.2539474368095398,117.0,,,,,,,,,,,,,,,,,,,,,TCD
16834,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Ethnicity and Sex,Female,,,,bidio / migami / kenga / dangl�at,,,0.0,,0.0,,0.0,0.14593161642551422,55.0,0.2128032147884369,171.0,,16.0,0.034695256501436234,56.0,0.03698524087667465,170.0,,5.0,,28.0,0.03716453164815903,124.0,0.026165923103690147,68.0,0.0,68.0,0.0,62.0,0.0,80.0,,0.0,0.6222579479217529,31.0,0.726799488067627,71.0,,15.0,0.7607601881027222,56.0,0.7927461862564087,56.0,1.5787252187728882,56.0,0.21040527522563934,177.0,,,,,,,,,,,,,,,,,,,,,TCD
16841,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 2,ouadda�,,,,0.0,,0.0,0.8086801767349243,101.0,,29.0,0.03331025317311287,60.0,,0.0,,26.0,0.0,60.0,,0.0,,8.0,0.0,70.0,0.0,41.0,0.0,41.0,,29.0,0.0,33.0,0.8019397854804993,121.0,0.9648341536521912,57.0,,23.0,,21.0,,29.0,,29.0,,29.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,TCD
16842,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 2,borkou/tibesti,,,,0.0,,0.0,,28.0,,9.0,,20.0,,2.0,,10.0,,20.0,,1.0,,3.0,,28.0,,16.0,,16.0,,11.0,,13.0,0.570976197719574,35.0,,24.0,,6.0,,21.0,,12.0,,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,TCD
16844,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 1,mayo kebbi est,,,,0.0,,0.0,0.4085884094238281,76.0,,23.0,0.3727497160434723,58.0,,10.0,,22.0,0.08269514888525009,57.0,,2.0,,13.0,0.0,56.0,0.0,31.0,0.0,31.0,,19.0,0.0,31.0,0.42269980907440186,102.0,0.3537761867046356,51.0,,20.0,0.7837099432945251,82.0,,25.0,,25.0,,25.0,0.3812844753265381,50.0,,,,,,,,,,,,,,,,,,,,,TCD
16854,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex,Female,,,sila,,,,0.0,,0.0,0.7333595156669617,329.0,0.034795306622982025,127.0,0.04374948889017105,237.0,,9.0,0.0,101.0,0.004117922857403755,235.0,,0.0,0.0,39.0,0.0030458038672804832,266.0,0.0,158.0,0.0,158.0,0.0,118.0,0.0,129.0,0.7606832981109619,494.0,0.7898630499839783,232.0,0.7818820476531982,90.0,0.6503010392189026,207.0,0.9279781579971313,108.0,0.9279781579971313,108.0,0.39404982328414917,108.0,0.068430595099926,202.0,,,,,,,,,,,,,,,,,,,,,TCD
16860,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 1,Lac,,,,0.0,,0.0,0.865838885307312,48.0,,18.0,0.0,31.0,,0.0,,8.0,0.0,31.0,,0.0,,4.0,,20.0,,10.0,,10.0,,14.0,,11.0,0.8522266745567322,55.0,,26.0,,13.0,,14.0,,10.0,,10.0,,10.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,TCD
16864,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 1,Chari-Baguirmi,,,,0.0,,0.0,0.7487465739250183,40.0,,17.0,0.031564511358737946,40.0,,0.0,,20.0,0.0,40.0,,0.0,,3.0,0.0,36.0,,18.0,,18.0,,18.0,,21.0,0.7641861438751221,51.0,0.7447603344917297,30.0,,13.0,,24.0,,18.0,,18.0,,18.0,0.09483247250318527,35.0,,,,,,,,,,,,,,,,,,,,,TCD
16867,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 5,mandoul,,,,0.0,,0.0,0.16433176398277283,40.0,,16.0,0.6548233032226562,40.0,,13.0,,15.0,0.2242172807455063,39.0,,5.0,,6.0,,26.0,,12.0,,12.0,,21.0,,22.0,0.2211514115333557,60.0,0.1773909330368042,31.0,,15.0,0.5842939615249634,67.0,,14.0,,14.0,,14.0,0.7405143976211548,45.0,,,,,,,,,,,,,,,,,,,,,TCD
16869,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 5,barh el gazal,,,,0.0,,0.0,0.5330893993377686,41.0,,18.0,0.11844034492969513,38.0,,2.0,,15.0,0.0,38.0,,0.0,,8.0,,28.0,,6.0,,6.0,,8.0,,19.0,0.6606597900390625,49.0,0.3972552716732025,32.0,,11.0,,28.0,,22.0,,22.0,,22.0,0.09700499475002289,31.0,,,,,,,,,,,,,,,,,,,,,TCD
16870,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 4,Chari-Baguirmi,,,,0.0,,0.0,0.7293282151222229,148.0,0.031175915151834488,49.0,0.06387490034103394,119.0,,1.0,0.0,47.0,0.0066565703600645065,117.0,,0.0,,26.0,0.0,125.0,0.0,67.0,0.0,67.0,0.0,39.0,0.0,66.0,0.7634494304656982,204.0,0.7890240550041199,82.0,0.9817325472831726,43.0,0.7129755020141602,74.0,0.8356711268424988,58.0,0.8972968459129333,58.0,0.9574528932571411,58.0,0.04584760218858719,108.0,,,,,,,,,,,,,,,,,,,,,TCD
16873,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 3,Lac,,,,0.0,,0.0,0.8675242066383362,142.0,0.0,54.0,0.011108823120594025,101.0,,0.0,0.0,35.0,0.0,101.0,,0.0,,17.0,0.0,69.0,0.0,35.0,0.0,35.0,0.0,34.0,0.0,46.0,0.8995102047920227,176.0,0.8189729452133179,89.0,1.0,39.0,,28.0,0.9649668335914612,34.0,0.9649668335914612,34.0,0.2850215435028076,34.0,0.023997124284505844,100.0,,,,,,,,,,,,,,,,,,,,,TCD
16875,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 3,mandoul,,,,0.0,,0.0,0.38267648220062256,75.0,,24.0,0.3112592101097107,56.0,,9.0,,23.0,0.0652553141117096,54.0,,1.0,,10.0,0.0,60.0,0.0,38.0,0.0,38.0,,27.0,,28.0,0.41636523604393005,103.0,0.3261185586452484,52.0,,23.0,0.6837784051895142,97.0,,22.0,,22.0,,22.0,0.2805510461330414,53.0,,,,,,,,,,,,,,,,,,,,,TCD
16882,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Urban/Rural and Sex and Wealth Index Quintiles,Female,Rural,Quintile 1,,,,,0.0,,0.0,0.5297505259513855,1313.0,0.11272336542606354,457.0,0.1718107908964157,1116.0,0.4900427460670471,67.0,0.021274618804454803,433.0,0.014415349811315536,1107.0,,12.0,0.0,232.0,0.005032718181610107,1069.0,0.0,556.0,0.0,556.0,0.0,438.0,0.0,599.0,0.5795674324035645,1778.0,0.5703460574150085,852.0,0.8604962825775146,378.0,0.7190041542053223,970.0,0.6513634324073792,512.0,0.7966234087944031,512.0,1.6531016826629639,512.0,0.14638014137744904,1032.0,,,,,,,,,,,,,,,,,,,,,TCD
16891,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 4,Logone Oriental,,,,0.0,,0.0,0.10906000435352325,59.0,,22.0,0.3711853623390198,41.0,,5.0,,8.0,0.10926762968301773,40.0,,3.0,,17.0,0.044841885566711426,48.0,,24.0,,24.0,,20.0,,13.0,0.21677502989768982,76.0,0.10367563366889954,42.0,,11.0,0.6892991065979004,93.0,,24.0,,24.0,,24.0,0.34505176544189453,43.0,,,,,,,,,,,,,,,,,,,,,TCD
16900,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 4,Logone Occidental,,,,0.0,,0.0,0.22288382053375244,37.0,,14.0,0.5700648427009583,30.0,,7.0,,11.0,,29.0,,1.0,,5.0,,23.0,,13.0,,13.0,,19.0,,17.0,0.15878057479858398,45.0,,25.0,,14.0,0.6819537281990051,59.0,,10.0,,10.0,,10.0,0.6363909840583801,30.0,,,,,,,,,,,,,,,,,,,,,TCD
16902,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex,Female,,,borkou/tibesti,,,,0.0,,0.0,0.5003675818443298,271.0,0.13031838834285736,120.0,0.10588973760604858,287.0,,17.0,0.01895606890320778,113.0,0.01764155738055706,280.0,,4.0,0.02919059433043003,46.0,0.005008484702557325,246.0,0.0,132.0,0.0,132.0,0.0,106.0,0.0,149.0,0.6081464886665344,336.0,0.6125080585479736,201.0,0.7180610299110413,112.0,0.6724319458007812,222.0,0.7823081612586975,114.0,0.84270179271698,114.0,1.1422969102859497,114.0,0.14622636139392853,239.0,,,,,,,,,,,,,,,,,,,,,TCD
16905,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Urban/Rural and Sex and Wealth Index Quintiles,Female,Rural,Quintile 4,,,,,0.0,,0.0,0.5553242564201355,1861.0,0.15508034825325012,645.0,0.21674984693527222,1417.0,0.7969072461128235,96.0,0.04473781958222389,553.0,0.041156280785799026,1401.0,,23.0,0.01757485792040825,252.0,0.005321926902979612,1223.0,0.0,657.0,0.0,657.0,0.0,525.0,0.0,732.0,0.5938939452171326,2365.0,0.5602027177810669,1199.0,0.7636304497718811,532.0,0.7066236734390259,1245.0,0.6346163153648376,566.0,0.7106004357337952,566.0,2.2770092487335205,566.0,0.20985764265060425,1375.0,,,,,,,,,,,,,,,,,,,,,TCD
16906,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Ethnicity and Sex,Female,,,,Gorane,,,0.0,,0.0,,0.0,0.06573082506656647,252.0,0.1219249963760376,830.0,0.8243937492370605,43.0,0.0725591629743576,325.0,0.06295034289360046,824.0,,20.0,0.007542052306234837,128.0,0.012264939025044441,679.0,0.0,358.0,0.0,358.0,0.0,335.0,0.0,416.0,,0.0,0.8618860244750977,142.0,0.7696797251701355,317.0,1.0,58.0,0.7937496900558472,321.0,0.8453633189201355,321.0,1.5870614051818848,321.0,0.11952541768550873,842.0,,,,,,,,,,,,,,,,,,,,,TCD
16907,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Urban/Rural and Sex and Wealth Index Quintiles,Female,Urban,Quintile 1,,,,,0.0,,0.0,0.6483959555625916,246.0,0.15781697630882263,97.0,0.15395615994930267,177.0,,6.0,0.0015745179262012243,62.0,0.007878505624830723,173.0,,0.0,,26.0,0.0,151.0,0.0,82.0,0.0,82.0,0.0,69.0,0.0,80.0,0.6890934705734253,311.0,0.6813222765922546,182.0,0.6999050974845886,63.0,0.6849058270454407,164.0,0.9019394516944885,69.0,0.9042208790779114,69.0,0.6811082363128662,69.0,0.1775800883769989,155.0,,,,,,,,,,,,,,,,,,,,,TCD
16910,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Ethnicity and Sex,Female,,,,karo / zim� / p�v�,,,0.0,,0.0,,0.0,,19.0,0.4729926884174347,96.0,,16.0,0.16266967356204987,34.0,0.10561300814151764,93.0,,6.0,,21.0,0.05301550030708313,77.0,0.0,37.0,0.0,37.0,,20.0,0.03548228740692139,46.0,,0.0,,7.0,0.45203834772109985,36.0,,11.0,0.32369109988212585,40.0,0.5235762596130371,40.0,3.9595370292663574,40.0,0.41833117604255676,99.0,,,,,,,,,,,,,,,,,,,,,TCD
16918,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Urban/Rural and Sex and Wealth Index Quintiles,Female,Rural,Quintile 2,,,,,0.0,,0.0,0.5357246994972229,1549.0,0.15782120823860168,521.0,0.19959279894828796,1259.0,0.6643192768096924,82.0,0.022466296330094337,464.0,0.02516472153365612,1248.0,,14.0,0.019251123070716858,266.0,0.004692894406616688,1259.0,0.0,691.0,0.0,691.0,0.0,449.0,0.0,643.0,0.5627784729003906,2016.0,0.5828198194503784,972.0,0.8364835977554321,424.0,0.7286756038665771,1127.0,0.6202278733253479,567.0,0.7167225480079651,567.0,2.0994088649749756,567.0,0.18364207446575165,1152.0,,,,,,,,,,,,,,,,,,,,,TCD
16919,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Sex and Country Wealth Index Quintiles,Female,,Quintile 2,,,,,0.0,,0.0,0.5372074246406555,1604.0,0.15452975034713745,541.0,0.19761793315410614,1300.0,0.6682394742965698,85.0,0.022307023406028748,481.0,0.02493772655725479,1289.0,,15.0,0.01900273561477661,274.0,0.005238537676632404,1297.0,0.0,710.0,0.0,710.0,0.0,465.0,0.0,664.0,0.5658396482467651,2086.0,0.584681510925293,1017.0,0.8361927270889282,439.0,0.7275679111480713,1182.0,0.6255244016647339,586.0,0.7206101417541504,586.0,2.0710928440093994,586.0,0.18304874002933502,1193.0,,,,,,,,,,,,,,,,,,,,,TCD
16921,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 3,Mayo-Kebbi Est,,,,0.0,,0.0,,24.0,,2.0,,0.0,,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.6550889611244202,32.0,,10.0,,0.0,,18.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,TCD
16922,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Ethnicity and Sex,Female,,,,zaghawa / bideyat / kob�,,,0.0,,0.0,,0.0,0.38354966044425964,55.0,0.3339451551437378,193.0,,20.0,0.27099695801734924,78.0,0.18199747800827026,192.0,,7.0,,26.0,0.051117170602083206,192.0,0.06077561154961586,113.0,0.0,113.0,0.0,73.0,0.0,95.0,,0.0,0.5008243918418884,34.0,0.6669117212295532,67.0,,8.0,0.7867348194122314,79.0,0.8856891989707947,79.0,1.4341143369674683,79.0,0.3721482753753662,203.0,,,,,,,,,,,,,,,,,,,,,TCD
16924,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Sex and Country Wealth Index Quintiles,Female,,Quintile 5,,,,,0.0,,0.0,0.22122783958911896,1511.0,0.5252472162246704,731.0,0.595057487487793,1797.0,0.9237678050994873,469.0,0.3354009985923767,624.0,0.29008570313453674,1772.0,0.8011654615402222,247.0,0.19071248173713684,379.0,0.1705808937549591,1447.0,0.06764339655637741,664.0,0.01736566238105297,664.0,0.008681313134729862,513.0,0.027711942791938782,883.0,0.28745102882385254,1905.0,0.22104772925376892,1128.0,0.3929927945137024,641.0,0.620344877243042,1902.0,0.3237552344799042,783.0,0.3657976984977722,783.0,6.376873016357422,783.0,0.6751249432563782,1993.0,,,,,,,,,,,,,,,,,,,,,TCD
16925,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 5,Moyen-Chari,,,,0.0,,0.0,0.06570352613925934,99.0,0.5892088413238525,56.0,0.692842423915863,108.0,0.9591929912567139,32.0,0.47414711117744446,32.0,0.34631529450416565,105.0,,21.0,,24.0,0.18503393232822418,85.0,0.0,38.0,0.0,38.0,0.0,32.0,0.0,50.0,0.1611877679824829,120.0,0.13952994346618652,84.0,0.2348901927471161,32.0,0.5235190987586975,150.0,0.1924278289079666,47.0,0.1924278289079666,47.0,7.95579719543457,47.0,0.7718217372894287,119.0,,,,,,,,,,,,,,,,,,,,,TCD
16926,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Ethnicity and Sex,Female,,,,marba / l�l� / mesm�,,,0.0,,0.0,,0.0,0.4868372678756714,42.0,0.5064369440078735,192.0,0.7876630425453186,31.0,0.16630488634109497,71.0,0.10607394576072693,186.0,,13.0,0.059640612453222275,37.0,0.03163424879312515,179.0,0.012598034925758839,98.0,0.0,98.0,0.0,57.0,0.006836219225078821,94.0,,0.0,,24.0,0.5809968113899231,70.0,,17.0,0.29386118054389954,81.0,0.36212506890296936,81.0,5.125207901000977,81.0,0.4712776243686676,205.0,,,,,,,,,,,,,,,,,,,,,TCD
16928,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 2,Lac,,,,0.0,,0.0,0.9185685515403748,65.0,,24.0,0.0,56.0,,0.0,,22.0,0.0,56.0,,0.0,,6.0,0.0,42.0,,23.0,,23.0,,18.0,,28.0,0.8826994299888611,84.0,0.9951459169387817,38.0,,25.0,,9.0,,19.0,,19.0,,19.0,0.0,57.0,,,,,,,,,,,,,,,,,,,,,TCD
16930,Sub-Saharan Africa,Low income countries,Chad,DHS,2014.0,,,Region and Sex and Wealth Index Quintiles,Female,,Quintile 3,mayo kebbi est,,,,0.0,,0.0,0.3229343891143799,101.0,,27.0,0.49597060680389404,67.0,,16.0,,29.0,0.07901035249233246,66.0,,1.0,,15.0,0.02281988598406315,62.0,,29.0,,29.0,,26.0,0.0,38.0,0.33115410804748535,120.0,0.19895032048225403,51.0,,23.0,0.7653555274009705,114.0,0.36200210452079773,33.0,0.5381534099578857,33.0,3.958616018295288,33.0,0.5038596391677856,63.0,,,,,,,,,,,,,,,,,,,,,TCD
